1,3.92123956132
2,3.21197680169
3,3.15104043973
4,2.86139332366
5,3.06459172765
6,3.83493033181
7,3.36648406759
8,3.14204946996
9,3.00492424242
10,3.43002930529
11,3.66771280696
12,2.61976592978
32770,3.65646258503
14,3.43208236466
15,2.72199312715
16,3.78745544441
17,3.96857308753
18,3.37363059773
19,2.6074123603
20,2.88075416259
21,3.58168850556
22,3.31939967768
23,3.14823529412
24,3.19984945427
25,3.68950958103
26,3.62885662432
27,3.41352009744
28,4.05754597337
29,3.95223004695
30,3.63387978142
31,3.25034446211
32,3.89805469097
33,3.00769230769
34,3.64309409394
35,3.50167448091
36,3.94271709357
37,3.01764705882
38,2.85778985507
39,3.41363220843
40,3.6467268623
41,3.85210066112
42,3.05512768545
43,3.46845611285
44,2.6538749182
45,3.38436135677
46,3.27488299532
47,4.0534925663
48,2.94611375134
49,3.58474576271
50,4.3343722078
52,3.54114806867
53,3.69666666667
54,2.85460251046
55,3.24121405751
56,1.87142857143
57,3.32451824518
58,3.97839639796
59,3.56020942408
60,3.11444638048
61,3.3231039018
62,3.73182498323
63,3.06662382177
64,2.82981783317
65,2.39422286184
66,2.14424293547
67,3.35
68,3.43699515347
69,3.56063432836
70,3.27745437382
71,2.35521235521
72,3.50243902439
73,3.80676818951
74,3.30221969266
75,2.4623655914
76,3.00902366864
77,3.42986425339
78,3.18066884176
13,3.27241615332
80,3.72434782609
81,3.2673730134
82,4.0049251379
83,3.6531986532
84,3.41772151899
85,3.5311348563
86,3.48340297122
87,2.35963114754
88,3.10762746711
89,3.13982137358
90,3.35747663551
97328,3.49456521739
92,2.85410334347
93,2.52873855544
94,3.52692307692
95,3.09464350344
96,3.68737060041
97,3.99643402955
98,2.48765432099
99,3.10537190083
100,3.22138517618
101,3.78629595161
102,2.42946787149
103,3.26919682259
104,3.41708065867
105,3.3262993763
106,3.44402985075
107,3.21533877039
108,3.092
110,4.042533802
111,4.11057554838
112,3.41257359125
113,3.10927456382
114,3.61943319838
114707,3.19444444444
116,3.9373024236
117,3.58939873418
118,3.01100352113
119,2.77272727273
120,2.88095238095
121,3.75328554361
122,2.86766975309
123,3.9692507579
